indikator,jahr,region,region_typ,gruppe,gruppe_typ,wert,einheit,quelle
stimmenanteil,2021,Bremen,land,Team Todenhöfer,partei,0.919,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Bremen,land,ÖDP,partei,0.124,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Bremen,land,PdH,partei,0.18,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Bremen,land,Tierschutzpartei,partei,1.377,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
wahlbeteiligung,2025,Brandenburg,land,gesamt,gesamt,81.566,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
wahlbeteiligung,2021,Brandenburg,land,gesamt,gesamt,75.626,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Brandenburg,land,SPD,partei,14.812,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Brandenburg,land,SPD,partei,29.456,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Brandenburg,land,AfD,partei,32.493,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Brandenburg,land,AfD,partei,18.136,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Brandenburg,land,CDU,partei,18.093,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Brandenburg,land,CDU,partei,15.291,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Brandenburg,land,FDP,partei,3.246,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Brandenburg,land,FDP,partei,9.311,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Brandenburg,land,GRÜNE,partei,6.592,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Brandenburg,land,GRÜNE,partei,8.987,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Brandenburg,land,Die Linke,partei,10.698,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Brandenburg,land,Die Linke,partei,8.483,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Brandenburg,land,FREIE WÄHLER,partei,1.455,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Brandenburg,land,FREIE WÄHLER,partei,2.648,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Brandenburg,land,Die PARTEI,partei,0.893,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Brandenburg,land,Die PARTEI,partei,1.255,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Brandenburg,land,Volt,partei,0.69,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Brandenburg,land,Volt,partei,0.281,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Brandenburg,land,MLPD,partei,0.068,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Brandenburg,land,MLPD,partei,0.055,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Brandenburg,land,BÜNDNIS DEUTSCHLAND,partei,0.252,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Brandenburg,land,BSW,partei,10.708,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Brandenburg,land,dieBasis,partei,1.508,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Brandenburg,land,Team Todenhöfer,partei,0.219,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Brandenburg,land,ÖDP,partei,0.185,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Brandenburg,land,PdH,partei,0.124,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Brandenburg,land,Tierschutzpartei,partei,2.603,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Brandenburg,land,PIRATEN,partei,0.414,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
wahlbeteiligung,2025,Sachsen-Anhalt,land,gesamt,gesamt,77.698,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
wahlbeteiligung,2021,Sachsen-Anhalt,land,gesamt,gesamt,67.872,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Sachsen-Anhalt,land,SPD,partei,10.957,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Sachsen-Anhalt,land,SPD,partei,25.383,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Sachsen-Anhalt,land,CDU,partei,19.183,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Sachsen-Anhalt,land,CDU,partei,20.99,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Sachsen-Anhalt,land,AfD,partei,37.097,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Sachsen-Anhalt,land,AfD,partei,19.593,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Sachsen-Anhalt,land,Die Linke,partei,10.753,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Sachsen-Anhalt,land,Die Linke,partei,9.595,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Sachsen-Anhalt,land,FDP,partei,3.085,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Sachsen-Anhalt,land,FDP,partei,9.487,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Sachsen-Anhalt,land,GRÜNE,partei,4.417,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Sachsen-Anhalt,land,GRÜNE,partei,6.548,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Sachsen-Anhalt,land,FREIE WÄHLER,partei,1.38,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Sachsen-Anhalt,land,FREIE WÄHLER,partei,1.873,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Sachsen-Anhalt,land,Die PARTEI,partei,0.825,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Sachsen-Anhalt,land,Die PARTEI,partei,0.812,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Sachsen-Anhalt,land,Volt,partei,0.634,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Sachsen-Anhalt,land,Volt,partei,0.174,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Sachsen-Anhalt,land,MLPD,partei,0.085,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Sachsen-Anhalt,land,MLPD,partei,0.087,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Sachsen-Anhalt,land,BÜNDNIS DEUTSCHLAND,partei,0.338,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Sachsen-Anhalt,land,BSW,partei,11.247,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Sachsen-Anhalt,land,dieBasis,partei,1.598,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Sachsen-Anhalt,land,ÖDP,partei,0.07,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Sachsen-Anhalt,land,PdH,partei,0.118,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Sachsen-Anhalt,land,Tierschutzpartei,partei,1.205,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Sachsen-Anhalt,land,PIRATEN,partei,0.338,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
wahlbeteiligung,2025,Berlin,land,gesamt,gesamt,80.309,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
wahlbeteiligung,2021,Berlin,land,gesamt,gesamt,69.484,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Berlin,land,SPD,partei,15.141,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Berlin,land,SPD,partei,22.247,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Berlin,land,GRÜNE,partei,16.826,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Berlin,land,GRÜNE,partei,22.029,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Berlin,land,CDU,partei,18.266,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Berlin,land,CDU,partei,17.181,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Berlin,land,Die Linke,partei,19.862,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Berlin,land,Die Linke,partei,11.528,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Berlin,land,AfD,partei,15.234,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Berlin,land,AfD,partei,9.449,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Berlin,land,FDP,partei,3.8,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Berlin,land,FDP,partei,8.14,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Berlin,land,Tierschutzpartei,partei,1.507,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Berlin,land,Tierschutzpartei,partei,2.591,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Berlin,land,Die PARTEI,partei,0.661,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Berlin,land,Die PARTEI,partei,1.616,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Berlin,land,Team Todenhöfer,partei,0.232,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Berlin,land,Team Todenhöfer,partei,1.039,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Berlin,land,FREIE WÄHLER,partei,0.328,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Berlin,land,FREIE WÄHLER,partei,0.889,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Berlin,land,Volt,partei,0.935,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Berlin,land,Volt,partei,0.622,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Berlin,land,MLPD,partei,0.047,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Berlin,land,MLPD,partei,0.045,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Berlin,land,BüSo,partei,0.035,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Berlin,land,BüSo,partei,0.04,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Berlin,land,SGP,partei,0.022,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Berlin,land,SGP,partei,0.025,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Berlin,land,BÜNDNIS DEUTSCHLAND,partei,0.152,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Berlin,land,BSW,partei,6.65,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Berlin,land,MERA25,partei,0.125,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Berlin,land,PdF,partei,0.176,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Berlin,land,ÖDP,partei,0.155,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Berlin,land,PdH,partei,0.192,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Berlin,land,Verjüngungsforschung,partei,0.255,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Berlin,land,PIRATEN,partei,0.391,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
wahlbeteiligung,2025,Nordrhein-Westfalen,land,gesamt,gesamt,82.176,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
wahlbeteiligung,2021,Nordrhein-Westfalen,land,gesamt,gesamt,76.386,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Nordrhein-Westfalen,land,SPD,partei,20.03,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Nordrhein-Westfalen,land,SPD,partei,29.128,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Nordrhein-Westfalen,land,CDU,partei,30.121,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Nordrhein-Westfalen,land,CDU,partei,25.958,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Nordrhein-Westfalen,land,GRÜNE,partei,12.359,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Nordrhein-Westfalen,land,GRÜNE,partei,16.05,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Nordrhein-Westfalen,land,FDP,partei,4.393,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Nordrhein-Westfalen,land,FDP,partei,11.43,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Nordrhein-Westfalen,land,AfD,partei,16.819,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Nordrhein-Westfalen,land,AfD,partei,7.256,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Nordrhein-Westfalen,land,Die Linke,partei,8.333,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Nordrhein-Westfalen,land,Die Linke,partei,3.711,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Nordrhein-Westfalen,land,Tierschutzpartei,partei,1.268,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Nordrhein-Westfalen,land,Tierschutzpartei,partei,1.377,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Nordrhein-Westfalen,land,Die PARTEI,partei,0.561,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Nordrhein-Westfalen,land,Die PARTEI,partei,1.097,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Nordrhein-Westfalen,land,dieBasis,partei,0.211,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Nordrhein-Westfalen,land,dieBasis,partei,1.003,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Nordrhein-Westfalen,land,Team Todenhöfer,partei,0.19,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Nordrhein-Westfalen,land,Team Todenhöfer,partei,0.659,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Nordrhein-Westfalen,land,FREIE WÄHLER,partei,0.502,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Nordrhein-Westfalen,land,FREIE WÄHLER,partei,0.657,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Nordrhein-Westfalen,land,Volt,partei,0.655,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Nordrhein-Westfalen,land,Volt,partei,0.364,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Nordrhein-Westfalen,land,MLPD,partei,0.038,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Nordrhein-Westfalen,land,MLPD,partei,0.035,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Nordrhein-Westfalen,land,PdF,partei,0.171,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Nordrhein-Westfalen,land,PdF,partei,0.033,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Nordrhein-Westfalen,land,BÜNDNIS DEUTSCHLAND,partei,0.13,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Nordrhein-Westfalen,land,BSW,partei,4.113,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Nordrhein-Westfalen,land,MERA25,partei,0.041,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Nordrhein-Westfalen,land,WerteUnion,partei,0.064,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Nordrhein-Westfalen,land,Bündnis C,partei,0.102,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Nordrhein-Westfalen,land,ÖDP,partei,0.081,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Nordrhein-Westfalen,land,PdH,partei,0.078,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Nordrhein-Westfalen,land,Verjüngungsforschung,partei,0.118,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Nordrhein-Westfalen,land,PIRATEN,partei,0.372,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Nordrhein-Westfalen,land,SGP,partei,0.01,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
wahlbeteiligung,2025,Sachsen,land,gesamt,gesamt,81.109,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
wahlbeteiligung,2021,Sachsen,land,gesamt,gesamt,76.497,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Sachsen,land,AfD,partei,37.298,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Sachsen,land,AfD,partei,24.648,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Sachsen,land,SPD,partei,8.451,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Sachsen,land,SPD,partei,19.278,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Sachsen,land,CDU,partei,19.741,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Sachsen,land,CDU,partei,17.17,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Sachsen,land,FDP,partei,3.247,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Sachsen,land,FDP,partei,11.01,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Sachsen,land,Die Linke,partei,11.304,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Sachsen,land,Die Linke,partei,9.339,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Sachsen,land,GRÜNE,partei,6.51,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Sachsen,land,GRÜNE,partei,8.621,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Sachsen,land,FREIE WÄHLER,partei,1.562,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Sachsen,land,FREIE WÄHLER,partei,2.3,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Sachsen,land,Tierschutzpartei,partei,1.158,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Sachsen,land,Tierschutzpartei,partei,1.946,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Sachsen,land,Die PARTEI,partei,0.533,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Sachsen,land,Die PARTEI,partei,1.295,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Sachsen,land,PIRATEN,partei,0.156,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Sachsen,land,PIRATEN,partei,0.424,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Sachsen,land,Volt,partei,0.574,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Sachsen,land,Volt,partei,0.271,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Sachsen,land,PdH,partei,0.096,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Sachsen,land,PdH,partei,0.163,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Sachsen,land,MLPD,partei,0.043,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Sachsen,land,MLPD,partei,0.063,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Sachsen,land,BÜNDNIS DEUTSCHLAND,partei,0.289,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Sachsen,land,BSW,partei,9.039,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Sachsen,land,dieBasis,partei,1.547,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Sachsen,land,Bündnis C,partei,0.289,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Sachsen,land,Team Todenhöfer,partei,0.253,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Sachsen,land,ÖDP,partei,0.246,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Sachsen,land,Verjüngungsforschung,partei,0.489,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
wahlbeteiligung,2025,Hessen,land,gesamt,gesamt,83.112,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
wahlbeteiligung,2021,Hessen,land,gesamt,gesamt,76.217,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Hessen,land,SPD,partei,18.362,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Hessen,land,SPD,partei,27.57,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Hessen,land,CDU,partei,28.872,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Hessen,land,CDU,partei,22.828,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Hessen,land,GRÜNE,partei,12.609,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Hessen,land,GRÜNE,partei,15.796,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Hessen,land,FDP,partei,5.05,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Hessen,land,FDP,partei,12.773,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Hessen,land,AfD,partei,17.783,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Hessen,land,AfD,partei,8.815,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Hessen,land,Die Linke,partei,8.687,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Hessen,land,Die Linke,partei,4.32,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Hessen,land,FREIE WÄHLER,partei,1.3,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Hessen,land,FREIE WÄHLER,partei,1.701,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Hessen,land,Tierschutzpartei,partei,1.243,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Hessen,land,Tierschutzpartei,partei,1.486,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Hessen,land,Die PARTEI,partei,0.506,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Hessen,land,Die PARTEI,partei,0.896,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Hessen,land,Volt,partei,0.881,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Hessen,land,Volt,partei,0.584,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Hessen,land,PdH,partei,0.084,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Hessen,land,PdH,partei,0.108,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Hessen,land,MLPD,partei,0.033,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Hessen,land,MLPD,partei,0.027,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Hessen,land,BÜNDNIS DEUTSCHLAND,partei,0.16,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Hessen,land,BSW,partei,4.431,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Hessen,land,dieBasis,partei,1.306,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Hessen,land,Bündnis C,partei,0.134,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Hessen,land,Team Todenhöfer,partei,0.663,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Hessen,land,ÖDP,partei,0.112,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Hessen,land,Verjüngungsforschung,partei,0.148,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Hessen,land,PIRATEN,partei,0.398,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
wahlbeteiligung,2025,Thüringen,land,gesamt,gesamt,80.696,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
wahlbeteiligung,2021,Thüringen,land,gesamt,gesamt,74.937,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Thüringen,land,AfD,partei,38.555,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Thüringen,land,AfD,partei,23.973,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Thüringen,land,SPD,partei,8.754,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Thüringen,land,SPD,partei,23.436,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
